OCQLF,01 COMMUNIQUE LABORATORY INC,BBG000GGBTC7
QUSA,QUESTAR ASSESSMENT INC,BBG000CSG417
STR,QUESTAR CORP,BBG000BTLMX5
QTEYF,QUESTERRE ENERGY CORP - A,BBG000R19BW8
QUTIF,QUESTOR TECHNOLOGY INC,BBG001J3ZR02
QGLOF,QUESTUS GLOBAL CAPITAL MARKE,BBG00491Y8G7
QRSRF,QUIA RESOURCES INC,BBG001KLZPR5
QMDT,QUICK-MED TECHNOLOGIES INC,BBG000NBK6Y6
QKFXF,QUICKFLIX LTD,BBG000BBZ3B5
QUIK,QUICKLOGIC CORP,BBG000BFGMQ9
KWK,QUICKSILVER RESOURCES INC,BBG000BMLYZ2
QCKSF,QUICKSTEP HOLDINGS LTD,BBG0021812C7
QDEL,QUIDEL CORP,BBG000C6GN04
ZQK,QUIKSILVER INC,BBG000FTMSF7
EQLMF,QUILVEST SA,BBG003PYKM00
QUPPF,QUINDELL PLC,BBG004WV1F66
0204559D,QUINKO-TEK INTERNATIONAL INC,BBG002Q5CNX5
QNST,QUINSTREET INC,BBG000S9XXB8
QUNI,QUINT MEDIA INC,BBG000R20SB1
QUTDF,QUINTAIN ESTATES & DEV PLC,BBG000PRYXL9
QSP,QUINTANA SHIPPING LTD,BBG0046HPRF4
0977139D,QUINTEC CORP,BBG006F6R0T5
Q,QUINTILES TRANSNATIONAL HOLD,BBG00333FYS2
QUMU,QUMU CORP,BBG000BG3XJ5
QUOR,QUORUM CORP,BBG003CW7528
QIFTF,QUORUM INFORMATION TECH INC,BBG000G158M2
QMCI,QUOTEMEDIA INC,BBG000BW8HR1
QTNT,QUOTIENT LTD,BBG00645YXJ0
QURS,QURI RESOURCES INC,BBG000GSLD35
QUTR,QUTURE INTERNATIONAL INC,BBG000V1DM54
QWIKF,QWICK MEDIA INC,BBG000BNRMZ0
RTHG,R-TEC HOLDING INC,BBG000CWMCB2
RAGL,RA GLOBAL SERVICES INC,BBG000D4HSM2
RCWR,RACE WORLD INTERNATIONAL INC,BBG000BSSQ43
RMETF,RACKLA METALS INC,BBG002BB9053
RAX,RACKSPACE HOSTING INC,BBG000F9KJN4
RACK,RACKWISE INC,BBG000BC0367
IRAD,RAD SOURCE TECHNOLOGIES INC,BBG000BSJ8S7
RADA,RADA ELECTRONIC INDS LTD,BBG000HQX6Z5
RDCM,RADCOM LTD,BBG000KBY1T1
RDN,RADIAN GROUP INC,BBG000BMWV95
RCGP,RADIANT CREATIONS GROUP INC,BBG000NM1RP7
RDEGF,RADIANT ENERGY CORP,BBG000NSNWX0
RLGT,RADIANT LOGISTICS INC,BBG000N0SMK2
ROGI,RADIANT OIL & GAS INC,BBG000FR38X6
ROIAK,RADIO ONE INC -CL D,BBG000CCCR06
ROIA,RADIO ONE INC-CL A,BBG000C2WTG5
RAWO,RADIO WORLD CORP,BBG000KBN7M7
RAIO,RADIOIO INC,BBG000G3S6G4
RSH,RADIOSHACK CORP,BBG000HQ7GC7
RMRDF,RADISSON MINING RESOURCES,BBG000DM5BH8
RSYS,RADISYS CORP,BBG000C1M4S0
RADR,RADIUM RESOURCES CORP,BBG000M0HCW4
RADB,RADIUS BANCORP INC,BBG0077SZ7D7
RDUFF,RADIUS GOLD INC,BBG000Q3M8C9
RDUS,RADIUS HEALTH INC,BBG001Q9P0K9
RDNT,RADNET INC,BBG000CXSF54
RDTK,RADTEK INC,BBG001CK1BW8
RADG,RADUGA INC,BBG000GRPGT8
RDVA,RADVA CORP,BBG000BS05T2
RDVWF,RADVIEW SOFTWARE LTD,BBG000BFJL33
RDWR,RADWARE LTD,BBG000BKWR89
RAEWF,RAE WALLACE MINING CO,BBG000QWPRN8
RAFA,RAFARMA PHARMACEUTICALS INC,BBG000DC3M97
RFLFF,RAFFLES EDUCATION CORP LTD,BBG000NJTWF4
RAFLF,RAFFLES MEDICAL GROUP LTD,BBG000D578W3
RRENF,RAGING RIVER EXPLORATION INC,BBG002Y1JX75
RAIDF,RAIA DROGASIL SA,BBG0057S8NJ0
RAIFF,RAIFFEISEN BANK INTERNATIONA,BBG000GFSRC5
RLPHQ,RAILPOWER TECHNOLOGIES CORP,BBG000BGJJB7
RBCC,RAINBOW CORAL CORP,BBG001LPZNV5
RNBI,RAINBOW INTERNATIONAL CORP,BBG001VJW4R8
RIINF,RAINBOW RESOURCES INC,BBG002GR9J98
RCFEF,RAINCHIEF ENERGY INC,BBG000CRGRZ1
RNER,RAINEARTH INC,BBG000C34XH4
RPFG,RAINIER PACIFIC FINANCIAL GR,BBG000PMMTW0
RNKFF,RAINMAKER ENTERTAINMENT INC,BBG000DBKQ46
RMKXF,RAINMAKER RESOURCES LTD,BBG000FPCFM6
RMKR,RAINMAKER SYSTEMS INC,BBG000C219B8
RMNXD,RAINY MOUNTAIN ROYALTY CORP,BBG000K9WGS6
GLKFF,RAISE PRODUCTION INC,BBG000LZY8S3
RTHVF,RAISIO OYJ-V SHS,BBG000BZ92W0
RAKNF,RAKON LTD,BBG000PRDHC7
RKUNF,RAKUTEN INC,BBG000CHLWW9
RALY,RALLY SOFTWARE DEVELOPMENT,BBG000GLVTL4
RLYNF,RALLYE SA,BBG0073Y3XS0
RL,RALPH LAUREN CORP,BBG000BS0ZF1
RAMPF,RAM POWER CORP,BBG000GNX8G0
RVHC,RAM VENTURE HOLDINGS CORP,BBG000M8YVS1
RMBEF,RAMBA ENERGY LTD,BBG004DL8WM7
RBMTF,RAMBLER METALS AND MINING PL,BBG000GK4431
RMGI,RAMBO MEDICAL GROUP INC,BBG000RQPDH8
RMBS,RAMBUS INC,BBG000BR32C6
RMLRF,RAMELIUS RESOURCES LTD,BBG000R52CF3
RAMIF,RAMIRENT OYJ,BBG0068TPRN2
RAMO,RAMOIL MANAGEMENT LTD,BBG000K3HT99
8392019Z,RAMPART DETECTION SYSTEMS LT,BBG001QM9TR8
RMSYF,RAMSAY HEALTH CARE LTD,BBG000F80QX1
RNCH,RANCHER ENERGY CORP,BBG000L32DW3
RSDV,RANCHO SANTA MONICA DEVELOPM,BBG000J4H9S2
RAND,RAND CAPITAL CORP,BBG000BRX8P6
RLOG,RAND LOGISTICS INC,BBG000QLNSM3
RWWI,RAND WORLDWIDE INC,BBG000MZ6CM0
RBRG,RANDALL BEARINGS INC,BBG000BJZDN3
RNDXF,RANDGOLD & EXPLORATION CO,BBG003LNXGK5
RGORF,RANDGOLD RESOURCES LTD,BBG000DK5RM1
RBGDF,RANDSBURG INTL GOLD CORP,BBG000BYB1X1
RANJF,RANDSTAD HOLDING NV,BBG000BY04X7
RGOZF,RANGE ENERGY RESOURCES INC,BBG000WH0W05
RRC,RANGE RESOURCES CORP,BBG000FVXD63
RGRLF,RANGE RESOURCES LTD,BBG000NNZTK9
RGFR,RANGEFORD RESOURCES INC,BBG001QB8YC8
RCEYF,RANGER CANYON ENERGY INC,BBG000HBSD52
RNGC,RANGER GOLD CORP,BBG000J005W1
RNGFF,RANGERS INTERNATIONAL FOOTBA,BBG00465Z834
RANKF,RANK GROUP PLC,BBG000F24VS5
RPNMF,RAPALA VMC OYJ,BBG000G7TY91
RFMK,RAPID FIRE MARKETING INC,BBG000JLZN30
RPDT,RAPIDTRON INC,BBG000D6DH63
RPTP,RAPTOR PHARMACEUTICAL CORP,BBG000BSJPC6
RRHI,RAPTOR RESOURCES HOLDINGS IN,BBG000Q88P90
RAPT,RAPTOR TECHNOLOGY GROUP INC,BBG000PV33Q5
RAQUF,RAQUALIA PHARMA INC,BBG002H4VLX1
RARMF,RARE EARTH MINERALS LTD,BBG005D21ZF4
REE,RARE ELEMENT RESOURCES LTD,BBG000FCPQF5
RARS,RARUS TECHNOLOGIES INC,BBG001MMVS62
RATHF,RATHDOWNEY RESOURCES LTD,BBG003DL5Q54
RTLLF,RATIONAL AG,BBG000FL4QJ4
RTOBF,RATOS AB-B SHS,BBG000C1JJH3
RUKKF,RAUTARUUKKI OYJ,BBG000BY20R0
RVNG,RAVEN GOLD CORP,BBG000G559H7
RAVN,RAVEN INDUSTRIES INC,BBG000CXQTZ3
RVNRF,RAVEN RUSSIA LTD,BBG000RNRQN7
RJF,RAYMOND JAMES FINANCIAL INC,BBG000BS73J1
RYAM,RAYONIER ADVANCED MATERIALS,BBG005XVML66
RSLBF,RAYSEARCH LABORATORIES AB,BBG00262DLS3
RTN,RAYTHEON COMPANY,BBG000BSD7C2
RZOR,RAZOR RESOURCES INC,BBG000NJBFZ8
RBEIF,RB ENERGY INC,BBG000MBHYD3
ROLL,RBC BEARINGS INC,BBG000GMGNB3
RBCI,RBC INC,BBG000CH24F1
RBCL,RBC LIFE SCIENCES INC,BBG000L7BG66
RBDC,RBID.COM INC,BBG000CYCQP3
RCXF,RCB FINANCIAL CORP,BBG000NLPQL9
RCCH,RCC HOLDINGS CORP,BBG000BB3543
RGHLF,RCG HOLDINGS LTD,BBG000SHWQ44
RICK,RCI HOSPITALITY HOLDINGS INC,BBG000FLT111
RCMFF,RCM BETEILIGUNGS AG,BBG000R3BN28
RCMT,RCM TECHNOLOGIES INC,BBG000BRYSR9
RCAP,RCS CAPITAL CORP-CLASS A,BBG00461BHS2
RDMKF,RDM CORP,BBG000KBV6N9
RGDEF,RDX TECHNOLOGIES CORP,BBG0017X7606
RMAX,RE/MAX HOLDINGS INC-CL A,BBG005544NX3
RPGRF,REA GROUP LTD,BBG006LCDHN9
RCMH,REACH MESSAGING HOLDINGS INC,BBG000F0QYJ9
RLOC,REACHLOCAL INC,BBG000Q31TS9
0983878D,READABOO INC,BBG006G2BWM7
RHCO,READEN HOLDING CORP,BBG000C7G3P9
RDI,READING INTERNATIONAL INC-A,BBG000HS0VW5
RDIB,READING INTERNATIONAL INC-B,BBG000HS1DX3
RDSFF,READSOFT AB-B SH,BBG000G4NJ60
RCTC,READY CREDIT CORP,BBG000BFBNF4
RLAB,REAL AMERICAN CAPITAL CORP,BBG000BDW1M6
RLBD,REAL BRANDS INC,BBG000BZNPT7
REAC,REAL ESTATE CONTACTS INC,BBG001Y7MPV0
RLGDF,REAL GOOD FOOD PLC,BBG001KTQ7P0
RGSE,REAL GOODS SOLAR INC-CLASS A,BBG000VBKGK0
0153933D,REAL HIP HOP NETWORK HOLDING,BBG002GPD4Q1
0860220D,REAL HIP HOP NETWORK INC/THE,BBG00564YBB9
RSYC,REAL SECURITY CO INC/THE,BBG000D27TX3
RBIZ,REALBIZ MEDIA GROUP INC,BBG000JL9QN0
0965607D,REALCO INTERNATIONAL INC,BBG0067V5CJ8
RLD,REALD INC,BBG000QPGHN5
RMADF,REALIA BUSINESS SA,BBG004TYN3L0
RRGI,REALITY RACING INC,BBG000DLH483
RNWK,REALNETWORKS INC,BBG000BV5RL0
RLGY,REALOGY HOLDINGS CORP,BBG000QN4GY3
RP,REALPAGE INC,BBG000CN5CJ3
RSRT,REALSOURCE RESIDENTIAL INC,BBG000DBTT78
RLTEF,REALTIME TECHNOLOGY AG,BBG000JKP9D3
REPB,REB PROJ INC,BBG005XKB9X9
RBOR,REBORNNE USA INC,BBG000G95N42
RNWEF,REC SILICON ASA,BBG000R211Z3
RCLHF,RECALL HOLDINGS LTD,BBG005TJ6ZT0
CSEI,RECEIVABLE ACQUISITION AND M,BBG000HPM705
RCPT,RECEPTOS INC,BBG000R33RF4
RBGPF,RECKITT BENCKISER GROUP PLC,BBG000HD3F23
RCON,RECON TECHNOLOGY LTD,BBG000MFD989
RESY,RECONDITIONED SYSTEMS INC,BBG000BHGT80
RCDTF,RECORDATI SPA,BBG000BW0RW1
REPH,RECRO PHARMA INC,BBG005H82125
RCTS,RECRUITS INC,BBG000CW5474
REMO,RECURSOS MONTANA SA,BBG0038P9875
RFVVF,RED 5 LTD,BBG003BL67M8
RBTI,RED BRANCH TECHNOLOGIES INC,BBG000BFZ9T4
RDCCF,RED CRESCENT RESOURCES LTD,BBG002QRH2P7
RDEMF,RED EAGLE MINING CORP,BBG00200D7N9
RDEIF,RED ELECTRICA CORPORACION SA,BBG000D1M1X9
REMPF,RED EMPEROR RESOURCES NL,BBG002N14XH2
RDFEF,RED FORK ENERGY LTD,BBG000RK8CW5
REDG,RED GIANT ENTERTAINMENT INC,BBG000TGMP11
RHT,RED HAT INC,BBG000BWXL85
RDLPF,RED LEOPARD HOLDINGS PLC,BBG004T59PZ5
RLH,RED LION HOTELS CORP,BBG000DQ5MY6
RMES,RED METAL RESOURCES LTD,BBG000QRZZ78
RDML,RED MILE ENTERTAINMENT INC,BBG000PYXK88
RDMP,RED MOUNTAIN RESOURCES INC,BBG00164ZY63
HERF,RED OAK HEREFORD FARMS INC,BBG000J3TC22
UNIGF,RED OAK MINING CORP,BBG000C44MQ6
8452395Z,RED PINE CAPITAL GROUP INC,BBG001QZCLW6
RDEXF,RED PINE EXPLORATION INC,BBG000DKCJ23
RRGB,RED ROBIN GOURMET BURGERS,BBG000MXH9C1
RDRIF,RED ROCK ENERGY INC,BBG000TF8GZ2
RDTMF,RED TIGER MINING INC,BBG004SNVSS4
RTRK,RED TRUCK ENTERTAINMENT INC,BBG000P3HBG5
AEYYF,REDBANK ENERGY LTD,BBG000QW20M3
RDFVF,REDCORP VENTURES LTD,BBG000C65XL1
RDDC,REDDY ICE HOLDINGS INC,BBG0036Z8CW9
RENZF,REDES ENERGETICAS NACIONAIS,BBG006R9KK46
RFIE,REDFIELD VENTURES INC,BBG003BJ44G9
RFLXF,REDFLEX HOLDINGS LTD,BBG000PVJ9T2
RHWKF,REDHAWK RESOURCES INC,BBG000KB8110
REDIF,REDHILL BIOPHARMA LTD,BBG0029HMFW5
ATWGF,REDHILL RESOURCES CORP,BBG000TXYTC1
RDFY,REDIFY GROUP INC,BBG000DB15Z9
RDCPF,REDISHRED CAPITAL CORP,BBG004BLYBT9
RKNEF,REDKNEE SOLUTIONS INC,BBG000VNJ6F4
RDLCF,REDLINE COMMUNICATIONS GROUP,BBG000SFC3C2
REDL,REDLINE PERFORMANCE PRODUCTS,BBG000PMSPW2
RPBC,REDPOINT BIO CORP,BBG000K7J554
RGCTF,REDSTAR GOLD CORP,BBG000PHLCV0
RDLA,REDSTONE LITERARY AGENTS INC,BBG001LWL9B8
RTAS,REDTONE ASIA INC,BBG000LRXHQ4
RDXH,REDUX HOLDINGS INC,BBG000K812V9
RDWEF,REDWATER ENERGY CORP,BBG001F8NZ73
RWCB,REDWOOD CAPITAL BANCORP,BBG000PNPJ57
REDW,REDWOOD FINANCIAL INC,BBG000FF6MF8
RDWD,REDWOOD GROUP INTERNATIONAL,BBG000F8K5B9
REEI,REE INTERNATIONAL INC,BBG000PBQ179
RDLSF,REED ELSEVIER NV,BBG000BZ0F78
RUKEF,REED ELSEVIER PLC,BBG000DB2DK7
RRSSF,REED RESOURCES LTD,BBG001HTZT12
REED,REED'S INC,BBG000PFYR56
REEFF,REEF RESOURCES LTD,BBG004P481Y7
RLTR,REELTIME RENTALS INC,BBG000FHDZ76
RSCF,REFLECT SCIENTIFIC INC,BBG000BWKVQ7
RKTE,REFLECTKOTE INC,BBG000FB3K91
RFCS,REFOCUS GROUP INC,BBG000DYTQW6
REGRF,REG TECHNOLOGIES INC,BBG000BSZNT5
RGDO,REGADO BIOSCIENCE INC,BBG000R33JJ8
RGBM,REGAL BANCORP INC/MD,BBG000FBYQ12
RGC,REGAL ENTERTAINMENT GROUP-A,BBG000BG8814
REGHF,REGAL HOTELS INTL HLDGS LTD,BBG000BMLC62
RLIFF,REGAL LIFESTYLE COMMUNITIES,BBG005Q7GL28
RONE,REGAL ONE CORP,BBG000BC1MN5
RGPMF,REGAL PETROLEUM PLC,BBG000K0H917
RSOU,REGAL RESOURCES INC,BBG000BF1TC5
RGARF,REGAL RESOURCES INC,BBG000Q82NQ2
RBC,REGAL-BELOIT CORP,BBG000BRXTR8
RWMI,REGALWORKS MEDIA INC,BBG000J7WVJ9
RGBOQ,REGEN BIOLOGICS INC,BBG000BB3QB9
RGBP,REGEN BIOPHARMA INC,BBG005D7QPP7
RAFI,REGENCY AFFILIATES INC,BBG000NN5D27
RGNA,REGENECA INC,BBG000BF0CV2
REGN,REGENERON PHARMACEUTICALS,BBG000C734W3
RGRX,REGENERX BIOPHARMACEUTICALS,BBG000FW00V7
RGIN,REGENICIN INC,BBG000TSG0G1
RCLL,REGENOCELL THERAPEUTICS INC,BBG000QDW989
RGTB,REGENT BANCORP INC,BBG000GBGK69
RPGLF,REGENT PACIFIC GROUP LTD,BBG000CCGMJ3
REGT,REGENT TECHNOLOGIES INC,BBG000FRRTT9
RGVNF,REGENT VENTURES LTD,BBG000D5LP59
RGUS,REGI US INC,BBG000DLD6N5
RGBC,REGIONAL BANKSHARES INC,BBG000DNS1F5
RM,REGIONAL MANAGEMENT CORP,BBG001PJFM76
RF,REGIONS FINANCIAL CORP,BBG000Q3JN03
RGS,REGIS CORP,BBG000C8SW16
RGRNF,REGIS RESOURCES LTD,BBG000BD2B10
RGTX,REGISTERED EXPRESS CORP,BBG000C07KB1
8396509Z,REGIUS THOROUGHBREDS INC,BBG001QRMGX3
RGLSF,REGULUS RESOURCES INC,BBG001HSKJ67
RGLS,REGULUS THERAPEUTICS INC,BBG000R33DR2
RGSJF,REGUS PLC,BBG000GR40P0
REVNF,REINET INVESTMENTS SCA,BBG000NWJP34
RGA,REINSURANCE GROUP OF AMERICA,BBG000BDLCQ0
REIS,REIS INC,BBG000BWC912
RTMNF,REITMANS (CANADA) LTD,BBG000KX5H38
RTMAF,REITMANS (CANADA) LTD-A,BBG000CX3M38
RJCTF,REJECT SHOP LTD/THE,BBG001QQG6S0
RKIGF,REKO INTERNATIONAL GROUP INC,BBG000PNWCC6
RLXI,RELAX INVESTMENTS LTD,BBG000CK0BD2
RLBY,RELIABILITY INC,BBG000BS0NF8
RLIA,RELIABRAND INC,BBG000BQCMB5
RLBS,RELIANCE BANCSHARES INC,BBG000MDTWR5
GDPEF,RELIANCE RESOURCES LTD,BBG000JC72H2
RS,RELIANCE STEEL & ALUMINUM,BBG000CJ2181
RLTB,RELIANT BANK BRENTWOOD TN,BBG000PQSQ15
RFNS,RELIANT FINANCIAL SERVICE,BBG000HXB8X2
RELV,RELIV INTERNATIONAL INC,BBG000BLVT39
RLLHF,RELLA HOLDING A/S,BBG000FBRRW4
RELM,RELM HOLDINGS INC,BBG000BFM4L7
RWC,RELM WIRELESS CORP,BBG000FNX933
RLMD,RELMADA THERAPEUTICS INC,BBG003MKSL16
RLYP,RELYPSA INC,BBG000QMLJS7
MARK,REMARK MEDIA INC,BBG000PDGBB9
REMI,REMEDENT INC,BBG000BVWCX0
RGXX,REMEGENIX INC,BBG0042N67F0
RMGOF,REMGRO LTD,BBG000C9F1N2
REMV,REMINGTON VENTURES INC,BBG000BDD156
RMMG,REMMINGTON ENTERPRISES INC,BBG00226NC89
RMTD,REMOTE DYNAMICS INC,BBG000BPVRX1
RKNW,REMOTE KNOWLEDGE INC,BBG000GFSW25
REMYF,REMY COINTREAU,BBG000C01NW8
REMY,REMY INTERNATIONAL INC,BBG000T6W5G0
RNCG,RENAISSANCE CAPITAL GROUP,BBG000DRT897
RNSGF,RENAISSANCE GOLD INC,BBG001925V09
FGLF,RENAISSANCE GOLF PRODUCTS,BBG000BL6YH1
RNR,RENAISSANCERE HOLDINGS LTD,BBG000BFVZ83
RNST,RENASANT CORP,BBG000BR40B0
RNSDF,RENAULT SA,BBG000BYBTQ8
0598009D,RENEGADE VENTURES INC,BBG003BJK4F2
RNECF,RENESAS ELECTRONICS CORP,BBG000Q2GR09
RNUGF,RENEURON GROUP PLC,BBG000NSXT48
RNWB,RENEWABLE CORP/THE,BBG000J3QK18
RWEDQ,RENEWABLE ENERGY DEVELOPMENT,BBG000H21T38
REGI,RENEWABLE ENERGY GROUP INC,BBG0016SSV00
RESS,RENEWABLE ENERGY SOLUTION SY,BBG000BWFL03
EBODF,RENEWABLE ENERGY TRADE BOARD,BBG000BMD9R5
RWFC,RENEWABLE FUEL CORP,BBG001QSZS43
RWFRF,RENEWABLES INFRASTRUCTURE GR,BBG006Q8TLD8
RNWF,RENEWAL FUELS INC,BBG000C3JDM6
RNHEF,RENHE COMMERCIAL HOLDINGS,BBG000Q0DZR9
RNSHF,RENISHAW PLC,BBG000CSQFP5
RNGG,RENO GOLD CORP,BBG000L8TK57
RNOPF,RENOLD PLC,BBG000F25958
RCAR,RENOVACARE INC,BBG000NXBLD8
RNVT,RENOVATE NEIGHBORHOODS INC,BBG000GC5483
ROWKF,RENOWORKS SOFTWARE INC,BBG000QVC9K7
RCII,RENT-A-CENTER INC,BBG000BHQJX3
RTK,RENTECH INC,BBG000HJW405
RKLIF,RENTOKIL INITIAL PLC,BBG000CDJQY2
RENT,RENTRAK CORP,BBG000BS27V3
RENU,RENUEN CORP,BBG000HD51S4
REOP,REO PLASTICS INC,BBG000BDN752
0045729Z,REO PLUS INC,BBG0021J73K6
REOS,REOSTAR ENERGY CORP,BBG000PT6984
NSEFF,REPARO ENERGY PARTNERS CORP,BBG000J0RNQ0
REPCF,REPLICEL LIFE SCIENCES INC,BBG000PMVYS4
RGEN,REPLIGEN CORP,BBG000BS48J3
RPLY,REPLY! INC,BBG000QCPK02
REPR,REPRO MEDSYSTEMS INC,BBG000D94144
RPRX,REPROS THERAPEUTICS INC,BBG000BGV5F9
REPYF,REPSOL SA,BBG000HXJ178
RJET,REPUBLIC AIRWAYS HOLDINGS IN,BBG000BG6DF0
RBCAB,REPUBLIC BANCORP INC-CL B,BBG000DK4FY5
RBCAA,REPUBLIC BANCORP INC-CLASS A,BBG000BJMHG6
FRBK,REPUBLIC FIRST BANCORP INC,BBG000BJSWJ4
RSG,REPUBLIC SERVICES INC,BBG000BPXVJ6
RBAZ,REPUBLICBANKAZ NA,BBG000TGGZ25
0980995D,RERAISE GAMING CORP,BBG006FX3K54
RSASF,RESAAS SERVICES INC,BBG001YF6RR1
REFR,RESEARCH FRONTIERS INC,BBG000BS1F28
RSSS,RESEARCH SOLUTIONS INC,BBG000GQF2L0
RSRV,RESERVE PETROLEUM COMPANY,BBG000BR6GT4
RSERF,RESERVOIR CAPITAL CORP,BBG000LK8725
RVRLF,RESERVOIR MINERALS INC,BBG00286ML75
RSCZF,RESINCO CAPITAL PARTNERS INC,BBG000R0SX33
RMD,RESMED INC,BBG000L4M7F1
REN,RESOLUTE ENERGY CORP,BBG000THLQS9
RFP,RESOLUTE FOREST PRODUCTS,BBG001B585N8
RMGGF,RESOLUTE MINING LTD,BBG000BFPNG8
REON,RESOLUTE ONCOLOGY INC,BBG003259358
RSNHF,RESONA HOLDINGS INC,BBG000CYZ422
REMM,RESONANCE EMERGING MARKETS M,BBG0036Z3GT9
RESN,RESONANT INC,BBG0067FMX08
RSSV,RESORT SAVERS INC,BBG004CGM999
REXI,RESOURCE AMERICA INC-CL A,BBG000BS3G15
RFIVF,RESOURCE FINANCE & INVESTMNT,BBG000BZ3ML4
RSGR,RESOURCE GROUP INTERNATIONAL,BBG000NJXXV9
RRIC,RESOURCE RECOVERY INTL CORP,BBG000M6QKX2
REVI,RESOURCE VENTURES INC,BBG000G1VRM1
RPCX,RESOURCEPHOENIX.COM INC,BBG000C0WV38
RECN,RESOURCES CONNECTION INC,BBG000BHYLP8
RSGX,RESOURCING SOLUTIONS GROUP,BBG000JMFGM4
RYUN,RESPECT YOUR UNIVERSE INC,BBG001D159K3
RPBIF,RESPONSE BIOMEDICAL CORP,BBG000C2L8K8
RGDX,RESPONSE GENETICS INC,BBG000QLZCD5
ROIX,RESPONSE ONCOLOGY INC,BBG000DQCD05
RSPNQ,RESPONSE USA INC,BBG000DSFWM2
RAQP,RESTAURANT ACQUISITION PARTN,BBG000QQWLS1
RTBRF,RESTAURANT BRANDS NZ LTD,BBG000C1FMG1
RSTGF,RESTAURANT GROUP PLC,BBG000F25B53
RH,RESTORATION HARDWARE HOLDING,BBG002293PJ4
RESX,RESTORGENEX CORP,BBG000N6JH48
RVXCF,RESVERLOGIX CORP,BBG000FLM2P0
RHDGF,RETAIL HOLDINGS NV,BBG000BP3016
RTPRQ,RETAIL PRO INC,BBG000BMHPS4
SALE,RETAILMENOT INC,BBG0019VLYK9
RVP,RETRACTABLE TECHNOLOGIES INC,BBG000D79KB3
RTRX,RETROPHIN INC,BBG000P9D6W9
RTRO,RETROSPETTIVA INC,BBG000BYZD23
RNRTF,REUNERT LTD,BBG000C4HK31
RGDFF,REUNION GOLD CORP,BBG000BTS066
RBSC,REUNION HOSPITALITY TRUST IN,BBG000QKC0G5
RUNI,REUNION INDUSTRIES INC,BBG000BHT178
RNHI,REUNITED HOLDINGS INC,BBG000FL4GB4
RVARF,REVA RESOURCES CORP,BBG000DBN6T0
RVNC,REVANCE THERAPEUTICS INC,BBG001J2MJH8
REVEQ,REVEL AC INC,BBG003BD12V2
RELAF,REVELATION MIS INC,BBG000F37H47
RVEN,REVEN HOUSING REIT INC,BBG001B5BY06
RVGD,REVENGE DESIGNS INC,BBG000GM39D6
REVB,REVERE BANK,BBG000BLZTF2
RVMIZ,REVERSE MORTGAGE INVESTMENT,BBG005ZKD910
RVM,REVETTMINING CO INC,BBG000QVT3H6
REV,REVLON INC-CLASS A,BBG000BDF6F2
RBIO,REVO BIOLOGICS INC,BBG006Q95253
RVLT,REVOLUTION LIGHTING TECHNOLO,BBG000BJP1L2
RVLTF,REVOLUTION TECHNOLOGIES INC,BBG000CLM969
REVO,REVOLUTIONARY CONCEPTS INC,BBG000PD8HW2
RMCP,REVOLUTIONS MEDICAL CORP,BBG000BLJM38
RVLLF,REVOLVER RESOURCES INC,BBG003MSH838
RNRG,REVONERGY INC,BBG000LG3DP1
RWLK,REWALK ROBOTICS LTD,BBG006SYKFN0
RMLDF,REWARD MINERALS LTD,BBG000R6TCL5
REX,REX AMERICAN RESOURCES CORP,BBG000D2ZK61
REXX,REX ENERGY CORP,BBG000QCGBX6
REXOF,REX INTERNATIONAL HOLDINGS,BBG005S9JVK7
RNN,REXAHN PHARMACEUTICALS INC,BBG000BT34Q3
REXFF,REXAM PLC,BBG000D0Z933
RXLSF,REXEL SA,BBG000QKNH30
REXLQ,REXHALL INDUSTRIES INC,BBG000C3N209
0861797D,REXIT INC,BBG0057K6N09
REXHF,REXLOT HOLDINGS LTD,BBG000GS3RM3
RXN,REXNORD CORP,BBG000H8R0N8
RYNL,REYNALDOS MEXICAN FOOD CO,BBG000LT40N2
RAI,REYNOLDS AMERICAN INC,BBG000BBB3K1
REZIF,REZIDOR HOTEL GROUP AB,BBG000BBPZM3
RFIL,RF INDUSTRIES LTD,BBG000C2J6S7
RFMD,RF MICRO DEVICES INC,BBG000BQVWZ6
RFPX,RFP EXPRESS INC,BBG000P2BWF8
RGMI,RG AMERICA INC,BBG000BTKKY9
RGCO,RGC RESOURCES INC,BBG000BMCQY0
RHBAF,RHB CAPITAL BHD,BBG000BYHM96
RNMBF,RHEINMETALL AG,BBG000BWT790
RXHKF,RHI AG,BBG000BT6MG1
IFHR,RHINO HUMAN RESOURCES INC,BBG000Q1C576
RHJIF,RHJ INTERNATIONAL,BBG000DDGFM1
RHKJF,RHOEN-KLINIKUM AG,BBG000BWSTQ4
RYTM,RHYTHM HOLDING CO LLC,BBG001J2P451
RSTAF,RIB SOFTWARE AG,BBG001M531M1
RCDOF,RICARDO PLC,BBG000DLQD65
RICE,RICE ENERGY INC,BBG005Q2KYS8
RIBT,RICEBRAN TECHNOLOGIES,BBG000GDJC51
RCHA,RICH PHARMACEUTICALS INC,BBG001QSY7H6
RCHR,RICH STAR DEVELOPMENT CORP,BBG0024V0092
ROGSF,RICHARDS OIL & GAS LTD,BBG000JMF8S6
RELL,RICHARDSON ELEC LTD,BBG000BS1WR4
RCHTF,RICHCO INVESTORS INC -CL A,BBG000C1N5B4
